subgroup,Race,Sex,Age,diseases,count,crude_SE,population,Age_label,Sex_label,Race_label
17,1,1,3,ISTK_medSBP,157,0,4075441.102,45-54,Female,NHW
18,2,1,3,ISTK_medSBP,58,0,3334451.81,45-54,Female,NHB
19,3,1,3,ISTK_medSBP,15,0,3457950.026,45-54,Female,HIS
20,4,1,3,ISTK_medSBP,6,0,3396200.918,45-54,Female,OTH
21,1,2,3,ISTK_medSBP,193,0,3859319.225,45-54,Male,NHW
22,2,2,3,ISTK_medSBP,109,0,3210953.595,45-54,Male,NHB
23,3,2,3,ISTK_medSBP,35,0,2963957.165,45-54,Male,HIS
24,4,2,3,ISTK_medSBP,16,0,3550573.687,45-54,Male,OTH
25,1,1,4,ISTK_medSBP,286,0,5248674.146,55-64,Female,NHW
26,2,1,4,ISTK_medSBP,114,0,5372172.361,55-64,Female,NHB
27,3,1,4,ISTK_medSBP,34,0,4939928.608,55-64,Female,HIS
28,4,1,4,ISTK_medSBP,21,0,4075441.102,55-64,Female,OTH
29,1,2,4,ISTK_medSBP,505,0,5742667.007,55-64,Male,NHW
30,2,2,4,ISTK_medSBP,159,0,4723806.731,55-64,Male,NHB
31,3,2,4,ISTK_medSBP,56,0,4569433.962,55-64,Male,HIS
32,4,2,4,ISTK_medSBP,24,0,3334451.81,55-64,Male,OTH
33,1,1,5,ISTK_medSBP,684,0,4939928.608,65-74,Female,NHW
34,2,1,5,ISTK_medSBP,175,0,3087455.38,65-74,Female,NHB
35,3,1,5,ISTK_medSBP,77,0,3056580.826,65-74,Female,HIS
36,4,1,5,ISTK_medSBP,32,0,2037720.551,65-74,Female,OTH
37,1,2,5,ISTK_medSBP,817,0,5804416.114,65-74,Male,NHW
38,2,2,5,ISTK_medSBP,180,0,3581448.241,65-74,Male,NHB
39,3,2,5,ISTK_medSBP,76,0,2747835.288,65-74,Male,HIS
40,4,2,5,ISTK_medSBP,30,0,2068595.105,65-74,Male,OTH
41,1,1,6,ISTK_medSBP,6598,0,6792401.836,75+,Female,NHW
42,2,1,6,ISTK_medSBP,777,0,2253842.427,75+,Female,NHB
43,3,1,6,ISTK_medSBP,389,0,1204107.598,75+,Female,HIS
44,4,1,6,ISTK_medSBP,176,0,1296731.26,75+,Female,OTH
45,1,2,6,ISTK_medSBP,3408,0,7162896.482,75+,Male,NHW
46,2,2,6,ISTK_medSBP,379,0,1914222.336,75+,Male,NHB
47,3,2,6,ISTK_medSBP,204,0,987985.7216,75+,Male,HIS
48,4,2,6,ISTK_medSBP,95,0,1080609.383,75+,Male,OTH
1,1,1,1,KC,584,0,4445935.747,25-34,Female,NHW
2,2,1,1,KC,137,0,3828444.671,25-34,Female,NHB
3,3,1,1,KC,197.5,0,3056580.826,25-34,Female,HIS
4,4,1,1,KC,41,0,3674071.902,25-34,Female,OTH
5,1,2,1,KC,924,0,4415061.193,25-34,Male,NHW
6,2,2,1,KC,204.5,0,2871333.503,25-34,Male,NHB
7,3,2,1,KC,236,0,3087455.38,25-34,Male,HIS
8,4,2,1,KC,75,0,3457950.026,25-34,Male,OTH
9,1,1,2,KC,584,0,4476810.301,35-44,Female,NHW
10,2,1,2,KC,137,0,3427075.472,35-44,Female,NHB
11,3,1,2,KC,197.5,0,4260688.424,35-44,Female,HIS
12,4,1,2,KC,41,0,3056580.826,35-44,Female,OTH
13,1,2,2,KC,924,0,3612322.795,35-44,Male,NHW
14,2,2,2,KC,204.5,0,2747835.288,35-44,Male,NHB
15,3,2,2,KC,236,0,3087455.38,35-44,Male,HIS
16,4,2,2,KC,75,0,2840458.95,35-44,Male,OTH
17,1,1,3,KC,1997,0,4075441.102,45-54,Female,NHW
18,2,1,3,KC,460,0,3334451.81,45-54,Female,NHB
19,3,1,3,KC,518,0,3457950.026,45-54,Female,HIS
20,4,1,3,KC,119,0,3396200.918,45-54,Female,OTH
21,1,2,3,KC,4111,0,3859319.225,45-54,Male,NHW
22,2,2,3,KC,830,0,3210953.595,45-54,Male,NHB
23,3,2,3,KC,813,0,2963957.165,45-54,Male,HIS
24,4,2,3,KC,252,0,3550573.687,45-54,Male,OTH
25,1,1,4,KC,3950,0,5248674.146,55-64,Female,NHW
26,2,1,4,KC,803,0,5372172.361,55-64,Female,NHB
27,3,1,4,KC,663,0,4939928.608,55-64,Female,HIS
28,4,1,4,KC,177,0,4075441.102,55-64,Female,OTH
29,1,2,4,KC,7733,0,5742667.007,55-64,Male,NHW
30,2,2,4,KC,1476,0,4723806.731,55-64,Male,NHB
31,3,2,4,KC,1066,0,4569433.962,55-64,Male,HIS
32,4,2,4,KC,298,0,3334451.81,55-64,Male,OTH
33,1,1,5,KC,4372,0,4939928.608,65-74,Female,NHW
34,2,1,5,KC,638.5,0,3087455.38,65-74,Female,NHB
35,3,1,5,KC,486.5,0,3056580.826,65-74,Female,HIS
36,4,1,5,KC,175,0,2037720.551,65-74,Female,OTH
37,1,2,5,KC,7408,0,5804416.114,65-74,Male,NHW
38,2,2,5,KC,832.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,KC,714,0,2747835.288,65-74,Male,HIS
40,4,2,5,KC,281,0,2068595.105,65-74,Male,OTH
41,1,1,6,KC,4372,0,6792401.836,75+,Female,NHW
42,2,1,6,KC,638.5,0,2253842.427,75+,Female,NHB
43,3,1,6,KC,486.5,0,1204107.598,75+,Female,HIS
44,4,1,6,KC,175,0,1296731.26,75+,Female,OTH
45,1,2,6,KC,7408,0,7162896.482,75+,Male,NHW
46,2,2,6,KC,832.5,0,1914222.336,75+,Male,NHB
47,3,2,6,KC,714,0,987985.7216,75+,Male,HIS
48,4,2,6,KC,281,0,1080609.383,75+,Male,OTH
1,1,1,1,Larynx,24.5,0,4445935.747,25-34,Female,NHW
2,2,1,1,Larynx,4.5,0,3828444.671,25-34,Female,NHB
3,3,1,1,Larynx,5.5,0,3056580.826,25-34,Female,HIS
4,4,1,1,Larynx,2.5,0,3674071.902,25-34,Female,OTH
5,1,2,1,Larynx,59.5,0,4415061.193,25-34,Male,NHW
6,2,2,1,Larynx,11,0,2871333.503,25-34,Male,NHB
7,3,2,1,Larynx,14.5,0,3087455.38,25-34,Male,HIS
8,4,2,1,Larynx,7,0,3457950.026,25-34,Male,OTH
9,1,1,2,Larynx,24.5,0,4476810.301,35-44,Female,NHW
10,2,1,2,Larynx,4.5,0,3427075.472,35-44,Female,NHB
11,3,1,2,Larynx,5.5,0,4260688.424,35-44,Female,HIS
12,4,1,2,Larynx,2.5,0,3056580.826,35-44,Female,OTH
13,1,2,2,Larynx,59.5,0,3612322.795,35-44,Male,NHW
14,2,2,2,Larynx,11,0,2747835.288,35-44,Male,NHB
15,3,2,2,Larynx,14.5,0,3087455.38,35-44,Male,HIS
16,4,2,2,Larynx,7,0,2840458.95,35-44,Male,OTH
17,1,1,3,Larynx,330,0,4075441.102,45-54,Female,NHW
18,2,1,3,Larynx,55,0,3334451.81,45-54,Female,NHB
19,3,1,3,Larynx,38,0,3457950.026,45-54,Female,HIS
20,4,1,3,Larynx,27,0,3396200.918,45-54,Female,OTH
21,1,2,3,Larynx,885,0,3859319.225,45-54,Male,NHW
22,2,2,3,Larynx,186,0,3210953.595,45-54,Male,NHB
23,3,2,3,Larynx,94,0,2963957.165,45-54,Male,HIS
24,4,2,3,Larynx,42,0,3550573.687,45-54,Male,OTH
25,1,1,4,Larynx,652,0,5248674.146,55-64,Female,NHW
26,2,1,4,Larynx,130,0,5372172.361,55-64,Female,NHB
27,3,1,4,Larynx,41,0,4939928.608,55-64,Female,HIS
28,4,1,4,Larynx,38,0,4075441.102,55-64,Female,OTH
29,1,2,4,Larynx,2396,0,5742667.007,55-64,Male,NHW
30,2,2,4,Larynx,529,0,4723806.731,55-64,Male,NHB
31,3,2,4,Larynx,221,0,4569433.962,55-64,Male,HIS
32,4,2,4,Larynx,68,0,3334451.81,55-64,Male,OTH
33,1,1,5,Larynx,481.5,0,4939928.608,65-74,Female,NHW
34,2,1,5,Larynx,69,0,3087455.38,65-74,Female,NHB
35,3,1,5,Larynx,34,0,3056580.826,65-74,Female,HIS
36,4,1,5,Larynx,28.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,Larynx,1940,0,5804416.114,65-74,Male,NHW
38,2,2,5,Larynx,309.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,Larynx,173,0,2747835.288,65-74,Male,HIS
40,4,2,5,Larynx,70,0,2068595.105,65-74,Male,OTH
41,1,1,6,Larynx,481.5,0,6792401.836,75+,Female,NHW
42,2,1,6,Larynx,69,0,2253842.427,75+,Female,NHB
43,3,1,6,Larynx,34,0,1204107.598,75+,Female,HIS
44,4,1,6,Larynx,28.5,0,1296731.26,75+,Female,OTH
45,1,2,6,Larynx,1940,0,7162896.482,75+,Male,NHW
46,2,2,6,Larynx,309.5,0,1914222.336,75+,Male,NHB
47,3,2,6,Larynx,173,0,987985.7216,75+,Male,HIS
48,4,2,6,Larynx,70,0,1080609.383,75+,Male,OTH
1,1,1,1,LVC,79,0,4445935.747,25-34,Female,NHW
2,2,1,1,LVC,28,0,3828444.671,25-34,Female,NHB
3,3,1,1,LVC,26.5,0,3056580.826,25-34,Female,HIS
4,4,1,1,LVC,12,0,3674071.902,25-34,Female,OTH
5,1,2,1,LVC,94,0,4415061.193,25-34,Male,NHW
6,2,2,1,LVC,48.5,0,2871333.503,25-34,Male,NHB
7,3,2,1,LVC,52,0,3087455.38,25-34,Male,HIS
8,4,2,1,LVC,38.5,0,3457950.026,25-34,Male,OTH
9,1,1,2,LVC,79,0,4476810.301,35-44,Female,NHW
10,2,1,2,LVC,28,0,3427075.472,35-44,Female,NHB
11,3,1,2,LVC,26.5,0,4260688.424,35-44,Female,HIS
12,4,1,2,LVC,12,0,3056580.826,35-44,Female,OTH
13,1,2,2,LVC,94,0,3612322.795,35-44,Male,NHW
14,2,2,2,LVC,48.5,0,2747835.288,35-44,Male,NHB
15,3,2,2,LVC,52,0,3087455.38,35-44,Male,HIS
16,4,2,2,LVC,38.5,0,2840458.95,35-44,Male,OTH
17,1,1,3,LVC,442,0,4075441.102,45-54,Female,NHW
18,2,1,3,LVC,148,0,3334451.81,45-54,Female,NHB
19,3,1,3,LVC,121,0,3457950.026,45-54,Female,HIS
20,4,1,3,LVC,51,0,3396200.918,45-54,Female,OTH
21,1,2,3,LVC,1303,0,3859319.225,45-54,Male,NHW
22,2,2,3,LVC,336,0,3210953.595,45-54,Male,NHB
23,3,2,3,LVC,532,0,2963957.165,45-54,Male,HIS
24,4,2,3,LVC,255,0,3550573.687,45-54,Male,OTH
25,1,1,4,LVC,1422,0,5248674.146,55-64,Female,NHW
26,2,1,4,LVC,464,0,5372172.361,55-64,Female,NHB
27,3,1,4,LVC,377,0,4939928.608,55-64,Female,HIS
28,4,1,4,LVC,162,0,4075441.102,55-64,Female,OTH
29,1,2,4,LVC,5467,0,5742667.007,55-64,Male,NHW
30,2,2,4,LVC,1614,0,4723806.731,55-64,Male,NHB
31,3,2,4,LVC,1277,0,4569433.962,55-64,Male,HIS
32,4,2,4,LVC,577,0,3334451.81,55-64,Male,OTH
33,1,1,5,LVC,1606,0,4939928.608,65-74,Female,NHW
34,2,1,5,LVC,263,0,3087455.38,65-74,Female,NHB
35,3,1,5,LVC,403,0,3056580.826,65-74,Female,HIS
36,4,1,5,LVC,240.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,LVC,3366,0,5804416.114,65-74,Male,NHW
38,2,2,5,LVC,585.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,LVC,628.5,0,2747835.288,65-74,Male,HIS
40,4,2,5,LVC,409,0,2068595.105,65-74,Male,OTH
41,1,1,6,LVC,1606,0,6792401.836,75+,Female,NHW
42,2,1,6,LVC,263,0,2253842.427,75+,Female,NHB
43,3,1,6,LVC,403,0,1204107.598,75+,Female,HIS
44,4,1,6,LVC,240.5,0,1296731.26,75+,Female,OTH
45,1,2,6,LVC,3366,0,7162896.482,75+,Male,NHW
46,2,2,6,LVC,585.5,0,1914222.336,75+,Male,NHB
47,3,2,6,LVC,628.5,0,987985.7216,75+,Male,HIS
48,4,2,6,LVC,409,0,1080609.383,75+,Male,OTH
1,1,1,1,MLPC,306.5,0,4445935.747,25-34,Female,NHW
2,2,1,1,MLPC,59,0,3828444.671,25-34,Female,NHB
3,3,1,1,MLPC,79,0,3056580.826,25-34,Female,HIS
4,4,1,1,MLPC,42.5,0,3674071.902,25-34,Female,OTH
5,1,2,1,MLPC,500.5,0,4415061.193,25-34,Male,NHW
6,2,2,1,MLPC,88,0,2871333.503,25-34,Male,NHB
7,3,2,1,MLPC,87.5,0,3087455.38,25-34,Male,HIS
8,4,2,1,MLPC,84.5,0,3457950.026,25-34,Male,OTH
9,1,1,2,MLPC,306.5,0,4476810.301,35-44,Female,NHW
10,2,1,2,MLPC,59,0,3427075.472,35-44,Female,NHB
11,3,1,2,MLPC,79,0,4260688.424,35-44,Female,HIS
12,4,1,2,MLPC,42.5,0,3056580.826,35-44,Female,OTH
13,1,2,2,MLPC,500.5,0,3612322.795,35-44,Male,NHW
14,2,2,2,MLPC,88,0,2747835.288,35-44,Male,NHB
15,3,2,2,MLPC,87.5,0,3087455.38,35-44,Male,HIS
16,4,2,2,MLPC,84.5,0,2840458.95,35-44,Male,OTH
17,1,1,3,MLPC,1370,0,4075441.102,45-54,Female,NHW
18,2,1,3,MLPC,217,0,3334451.81,45-54,Female,NHB
19,3,1,3,MLPC,145,0,3457950.026,45-54,Female,HIS
20,4,1,3,MLPC,128,0,3396200.918,45-54,Female,OTH
21,1,2,3,MLPC,4357,0,3859319.225,45-54,Male,NHW
22,2,2,3,MLPC,470,0,3210953.595,45-54,Male,NHB
23,3,2,3,MLPC,403,0,2963957.165,45-54,Male,HIS
24,4,2,3,MLPC,249,0,3550573.687,45-54,Male,OTH
25,1,1,4,MLPC,2656,0,5248674.146,55-64,Female,NHW
26,2,1,4,MLPC,384,0,5372172.361,55-64,Female,NHB
27,3,1,4,MLPC,193,0,4939928.608,55-64,Female,HIS
28,4,1,4,MLPC,156,0,4075441.102,55-64,Female,OTH
29,1,2,4,MLPC,8740,0,5742667.007,55-64,Male,NHW
30,2,2,4,MLPC,922,0,4723806.731,55-64,Male,NHB
31,3,2,4,MLPC,544,0,4569433.962,55-64,Male,HIS
32,4,2,4,MLPC,305,0,3334451.81,55-64,Male,OTH
33,1,1,5,MLPC,2597,0,4939928.608,65-74,Female,NHW
34,2,1,5,MLPC,195,0,3087455.38,65-74,Female,NHB
35,3,1,5,MLPC,190.5,0,3056580.826,65-74,Female,HIS
36,4,1,5,MLPC,129.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,MLPC,5767.5,0,5804416.114,65-74,Male,NHW
38,2,2,5,MLPC,424.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,MLPC,364,0,2747835.288,65-74,Male,HIS
40,4,2,5,MLPC,190,0,2068595.105,65-74,Male,OTH
41,1,1,6,MLPC,2597,0,6792401.836,75+,Female,NHW
42,2,1,6,MLPC,195,0,2253842.427,75+,Female,NHB
43,3,1,6,MLPC,190.5,0,1204107.598,75+,Female,HIS
44,4,1,6,MLPC,129.5,0,1296731.26,75+,Female,OTH
45,1,2,6,MLPC,5767.5,0,7162896.482,75+,Male,NHW
46,2,2,6,MLPC,424.5,0,1914222.336,75+,Male,NHB
47,3,2,6,MLPC,364,0,987985.7216,75+,Male,HIS
48,4,2,6,MLPC,190,0,1080609.383,75+,Male,OTH
1,1,1,1,MMC,57.5,0,4445935.747,25-34,Female,NHW
2,2,1,1,MMC,41,0,3828444.671,25-34,Female,NHB
3,3,1,1,MMC,21,0,3056580.826,25-34,Female,HIS
4,4,1,1,MMC,11.5,0,3674071.902,25-34,Female,OTH
5,1,2,1,MMC,74.5,0,4415061.193,25-34,Male,NHW
6,2,2,1,MMC,54,0,2871333.503,25-34,Male,NHB
7,3,2,1,MMC,36.5,0,3087455.38,25-34,Male,HIS
8,4,2,1,MMC,13.5,0,3457950.026,25-34,Male,OTH
9,1,1,2,MMC,57.5,0,4476810.301,35-44,Female,NHW
10,2,1,2,MMC,41,0,3427075.472,35-44,Female,NHB
11,3,1,2,MMC,21,0,4260688.424,35-44,Female,HIS
12,4,1,2,MMC,11.5,0,3056580.826,35-44,Female,OTH
13,1,2,2,MMC,74.5,0,3612322.795,35-44,Male,NHW
14,2,2,2,MMC,54,0,2747835.288,35-44,Male,NHB
15,3,2,2,MMC,36.5,0,3087455.38,35-44,Male,HIS
16,4,2,2,MMC,13.5,0,2840458.95,35-44,Male,OTH
17,1,1,3,MMC,512,0,4075441.102,45-54,Female,NHW
18,2,1,3,MMC,323,0,3334451.81,45-54,Female,NHB
19,3,1,3,MMC,154,0,3457950.026,45-54,Female,HIS
20,4,1,3,MMC,41,0,3396200.918,45-54,Female,OTH
21,1,2,3,MMC,718,0,3859319.225,45-54,Male,NHW
22,2,2,3,MMC,312,0,3210953.595,45-54,Male,NHB
23,3,2,3,MMC,173,0,2963957.165,45-54,Male,HIS
24,4,2,3,MMC,51,0,3550573.687,45-54,Male,OTH
25,1,1,4,MMC,1312,0,5248674.146,55-64,Female,NHW
26,2,1,4,MMC,593,0,5372172.361,55-64,Female,NHB
27,3,1,4,MMC,204,0,4939928.608,55-64,Female,HIS
28,4,1,4,MMC,81,0,4075441.102,55-64,Female,OTH
29,1,2,4,MMC,1909,0,5742667.007,55-64,Male,NHW
30,2,2,4,MMC,656,0,4723806.731,55-64,Male,NHB
31,3,2,4,MMC,279,0,4569433.962,55-64,Male,HIS
32,4,2,4,MMC,114,0,3334451.81,55-64,Male,OTH
33,1,1,5,MMC,2125,0,4939928.608,65-74,Female,NHW
34,2,1,5,MMC,642,0,3087455.38,65-74,Female,NHB
35,3,1,5,MMC,254,0,3056580.826,65-74,Female,HIS
36,4,1,5,MMC,98.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,MMC,2861.5,0,5804416.114,65-74,Male,NHW
38,2,2,5,MMC,593,0,3581448.241,65-74,Male,NHB
39,3,2,5,MMC,266,0,2747835.288,65-74,Male,HIS
40,4,2,5,MMC,117.5,0,2068595.105,65-74,Male,OTH
41,1,1,6,MMC,2125,0,6792401.836,75+,Female,NHW
42,2,1,6,MMC,642,0,2253842.427,75+,Female,NHB
43,3,1,6,MMC,254,0,1204107.598,75+,Female,HIS
44,4,1,6,MMC,98.5,0,1296731.26,75+,Female,OTH
45,1,2,6,MMC,2861.5,0,7162896.482,75+,Male,NHW
46,2,2,6,MMC,593,0,1914222.336,75+,Male,NHB
47,3,2,6,MMC,266,0,987985.7216,75+,Male,HIS
48,4,2,6,MMC,117.5,0,1080609.383,75+,Male,OTH
1,1,1,1,OC,658,0,4445935.747,25-34,Female,NHW
2,2,1,1,OC,114.5,0,3828444.671,25-34,Female,NHB
3,3,1,1,OC,210.5,0,3056580.826,25-34,Female,HIS
4,4,1,1,OC,100,0,3674071.902,25-34,Female,OTH
5,1,2,1,OC,0,0,4415061.193,25-34,Male,NHW
6,2,2,1,OC,0,0,2871333.503,25-34,Male,NHB
7,3,2,1,OC,0,0,3087455.38,25-34,Male,HIS
8,4,2,1,OC,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,OC,658,0,4476810.301,35-44,Female,NHW
10,2,1,2,OC,114.5,0,3427075.472,35-44,Female,NHB
11,3,1,2,OC,210.5,0,4260688.424,35-44,Female,HIS
12,4,1,2,OC,100,0,3056580.826,35-44,Female,OTH
13,1,2,2,OC,0,0,3612322.795,35-44,Male,NHW
14,2,2,2,OC,0,0,2747835.288,35-44,Male,NHB
15,3,2,2,OC,0,0,3087455.38,35-44,Male,HIS
16,4,2,2,OC,0,0,2840458.95,35-44,Male,OTH
17,1,1,3,OC,2433,0,4075441.102,45-54,Female,NHW
18,2,1,3,OC,336,0,3334451.81,45-54,Female,NHB
19,3,1,3,OC,475,0,3457950.026,45-54,Female,HIS
20,4,1,3,OC,260,0,3396200.918,45-54,Female,OTH
21,1,2,3,OC,0,0,3859319.225,45-54,Male,NHW
22,2,2,3,OC,0,0,3210953.595,45-54,Male,NHB
23,3,2,3,OC,0,0,2963957.165,45-54,Male,HIS
24,4,2,3,OC,0,0,3550573.687,45-54,Male,OTH
25,1,1,4,OC,3958,0,5248674.146,55-64,Female,NHW
26,2,1,4,OC,504,0,5372172.361,55-64,Female,NHB
27,3,1,4,OC,480,0,4939928.608,55-64,Female,HIS
28,4,1,4,OC,305,0,4075441.102,55-64,Female,OTH
29,1,2,4,OC,0,0,5742667.007,55-64,Male,NHW
30,2,2,4,OC,0,0,4723806.731,55-64,Male,NHB
31,3,2,4,OC,0,0,4569433.962,55-64,Male,HIS
32,4,2,4,OC,0,0,3334451.81,55-64,Male,OTH
33,1,1,5,OC,3940,0,4939928.608,65-74,Female,NHW
34,2,1,5,OC,380,0,3087455.38,65-74,Female,NHB
35,3,1,5,OC,352.5,0,3056580.826,65-74,Female,HIS
36,4,1,5,OC,158.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,OC,0,0,5804416.114,65-74,Male,NHW
38,2,2,5,OC,0,0,3581448.241,65-74,Male,NHB
39,3,2,5,OC,0,0,2747835.288,65-74,Male,HIS
40,4,2,5,OC,0,0,2068595.105,65-74,Male,OTH
41,1,1,6,OC,3940,0,6792401.836,75+,Female,NHW
42,2,1,6,OC,380,0,2253842.427,75+,Female,NHB
43,3,1,6,OC,352.5,0,1204107.598,75+,Female,HIS
44,4,1,6,OC,158.5,0,1296731.26,75+,Female,OTH
45,1,2,6,OC,0,0,7162896.482,75+,Male,NHW
46,2,2,6,OC,0,0,1914222.336,75+,Male,NHB
47,3,2,6,OC,0,0,987985.7216,75+,Male,HIS
48,4,2,6,OC,0,0,1080609.383,75+,Male,OTH
1,1,1,1,OSTK,25,0,4445935.747,25-34,Female,NHW
2,2,1,1,OSTK,9,0,3828444.671,25-34,Female,NHB
3,3,1,1,OSTK,8,0,3056580.826,25-34,Female,HIS
4,4,1,1,OSTK,2,0,3674071.902,25-34,Female,OTH
5,1,2,1,OSTK,23,0,4415061.193,25-34,Male,NHW
6,2,2,1,OSTK,17,0,2871333.503,25-34,Male,NHB
7,3,2,1,OSTK,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,OSTK,1,0,3457950.026,25-34,Male,OTH
9,1,1,2,OSTK,95,0,4476810.301,35-44,Female,NHW
10,2,1,2,OSTK,56,0,3427075.472,35-44,Female,NHB
11,3,1,2,OSTK,15,0,4260688.424,35-44,Female,HIS
12,4,1,2,OSTK,5,0,3056580.826,35-44,Female,OTH
13,1,2,2,OSTK,111,0,3612322.795,35-44,Male,NHW
14,2,2,2,OSTK,78,0,2747835.288,35-44,Male,NHB
15,3,2,2,OSTK,34,0,3087455.38,35-44,Male,HIS
16,4,2,2,OSTK,9,0,2840458.95,35-44,Male,OTH
17,1,1,3,OSTK,409,0,4075441.102,45-54,Female,NHW
18,2,1,3,OSTK,234,0,3334451.81,45-54,Female,NHB
19,3,1,3,OSTK,64,0,3457950.026,45-54,Female,HIS
20,4,1,3,OSTK,34,0,3396200.918,45-54,Female,OTH
21,1,2,3,OSTK,566,0,3859319.225,45-54,Male,NHW
22,2,2,3,OSTK,294,0,3210953.595,45-54,Male,NHB
23,3,2,3,OSTK,99,0,2963957.165,45-54,Male,HIS
24,4,2,3,OSTK,64,0,3550573.687,45-54,Male,OTH
25,1,1,4,OSTK,1258,0,5248674.146,55-64,Female,NHW
26,2,1,4,OSTK,572,0,5372172.361,55-64,Female,NHB
27,3,1,4,OSTK,159,0,4939928.608,55-64,Female,HIS
28,4,1,4,OSTK,84,0,4075441.102,55-64,Female,OTH
29,1,2,4,OSTK,1909,0,5742667.007,55-64,Male,NHW
30,2,2,4,OSTK,784,0,4723806.731,55-64,Male,NHB
31,3,2,4,OSTK,233,0,4569433.962,55-64,Male,HIS
32,4,2,4,OSTK,139,0,3334451.81,55-64,Male,OTH
33,1,1,5,OSTK,3364,0,4939928.608,65-74,Female,NHW
34,2,1,5,OSTK,866,0,3087455.38,65-74,Female,NHB
35,3,1,5,OSTK,287,0,3056580.826,65-74,Female,HIS
36,4,1,5,OSTK,204,0,2037720.551,65-74,Female,OTH
37,1,2,5,OSTK,3917,0,5804416.114,65-74,Male,NHW
38,2,2,5,OSTK,1064,0,3581448.241,65-74,Male,NHB
39,3,2,5,OSTK,360,0,2747835.288,65-74,Male,HIS
40,4,2,5,OSTK,253,0,2068595.105,65-74,Male,OTH
41,1,1,6,OSTK,34277,0,6792401.836,75+,Female,NHW
42,2,1,6,OSTK,3479,0,2253842.427,75+,Female,NHB
43,3,1,6,OSTK,1775,0,1204107.598,75+,Female,HIS
44,4,1,6,OSTK,1164,0,1296731.26,75+,Female,OTH
45,1,2,6,OSTK,17482,0,7162896.482,75+,Male,NHW
46,2,2,6,OSTK,1784,0,1914222.336,75+,Male,NHB
47,3,2,6,OSTK,1145,0,987985.7216,75+,Male,HIS
48,4,2,6,OSTK,761,0,1080609.383,75+,Male,OTH
1,1,1,1,OSTK_medBMI,25,0,4445935.747,25-34,Female,NHW
2,2,1,1,OSTK_medBMI,9,0,3828444.671,25-34,Female,NHB
3,3,1,1,OSTK_medBMI,8,0,3056580.826,25-34,Female,HIS
4,4,1,1,OSTK_medBMI,2,0,3674071.902,25-34,Female,OTH
5,1,2,1,OSTK_medBMI,23,0,4415061.193,25-34,Male,NHW
6,2,2,1,OSTK_medBMI,17,0,2871333.503,25-34,Male,NHB
7,3,2,1,OSTK_medBMI,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,OSTK_medBMI,1,0,3457950.026,25-34,Male,OTH
9,1,1,2,OSTK_medBMI,95,0,4476810.301,35-44,Female,NHW
10,2,1,2,OSTK_medBMI,56,0,3427075.472,35-44,Female,NHB
11,3,1,2,OSTK_medBMI,15,0,4260688.424,35-44,Female,HIS
12,4,1,2,OSTK_medBMI,5,0,3056580.826,35-44,Female,OTH
13,1,2,2,OSTK_medBMI,111,0,3612322.795,35-44,Male,NHW
14,2,2,2,OSTK_medBMI,78,0,2747835.288,35-44,Male,NHB
15,3,2,2,OSTK_medBMI,34,0,3087455.38,35-44,Male,HIS
16,4,2,2,OSTK_medBMI,9,0,2840458.95,35-44,Male,OTH
17,1,1,3,OSTK_medBMI,409,0,4075441.102,45-54,Female,NHW
18,2,1,3,OSTK_medBMI,234,0,3334451.81,45-54,Female,NHB
19,3,1,3,OSTK_medBMI,64,0,3457950.026,45-54,Female,HIS
20,4,1,3,OSTK_medBMI,34,0,3396200.918,45-54,Female,OTH
21,1,2,3,OSTK_medBMI,566,0,3859319.225,45-54,Male,NHW
22,2,2,3,OSTK_medBMI,294,0,3210953.595,45-54,Male,NHB
23,3,2,3,OSTK_medBMI,99,0,2963957.165,45-54,Male,HIS
24,4,2,3,OSTK_medBMI,64,0,3550573.687,45-54,Male,OTH
25,1,1,4,OSTK_medBMI,1258,0,5248674.146,55-64,Female,NHW
26,2,1,4,OSTK_medBMI,572,0,5372172.361,55-64,Female,NHB
27,3,1,4,OSTK_medBMI,159,0,4939928.608,55-64,Female,HIS
28,4,1,4,OSTK_medBMI,84,0,4075441.102,55-64,Female,OTH
29,1,2,4,OSTK_medBMI,1909,0,5742667.007,55-64,Male,NHW
30,2,2,4,OSTK_medBMI,784,0,4723806.731,55-64,Male,NHB
31,3,2,4,OSTK_medBMI,233,0,4569433.962,55-64,Male,HIS
32,4,2,4,OSTK_medBMI,139,0,3334451.81,55-64,Male,OTH
33,1,1,5,OSTK_medBMI,3364,0,4939928.608,65-74,Female,NHW
34,2,1,5,OSTK_medBMI,866,0,3087455.38,65-74,Female,NHB
35,3,1,5,OSTK_medBMI,287,0,3056580.826,65-74,Female,HIS
36,4,1,5,OSTK_medBMI,204,0,2037720.551,65-74,Female,OTH
