subgroup,diseases,count,Grp,population,crude_rate,crude_SE
1,LVC,8,25-34 years Female Non-Hispanic White,4772869.646,0.168,0
2,LVC,5,25-34 years Female Non-Hispanic Black,4109971.084,0.122,0
3,LVC,5,25-34 years Female Hispanic (All Races),3281347.882,0.152,0
4,LVC,3,25-34 years Female OTHER,3944246.444,0.076,0
5,LVC,12,25-34 years Male Non-Hispanic White,4739724.718,0.253,0
6,LVC,3,25-34 years Male Non-Hispanic Black,3082478.313,0.097,0
7,LVC,6,25-34 years Male Hispanic (All Races),3314492.81,0.181,0
8,LVC,8,25-34 years Male OTHER,3712231.947,0.216,0
9,LVC,26,35-44 years Female Non-Hispanic White,4806014.575,0.541,0
10,LVC,9,35-44 years Female Non-Hispanic Black,3679087.019,0.245,0
11,LVC,7,35-44 years Female Hispanic (All Races),4574000.078,0.153,0
12,LVC,7,35-44 years Female OTHER,3281347.882,0.213,0
13,LVC,27,35-44 years Male Non-Hispanic White,3877956.588,0.696,0
14,LVC,9,35-44 years Male Non-Hispanic Black,2949898.601,0.305,0
15,LVC,15,35-44 years Male Hispanic (All Races),3314492.81,0.453,0
16,LVC,34,35-44 years Male OTHER,3049333.385,1.115,0
17,LVC,81,45-54 years Female Non-Hispanic White,4375130.509,1.851,0
18,LVC,20,45-54 years Female Non-Hispanic Black,3579652.235,0.559,0
19,LVC,46,45-54 years Female Hispanic (All Races),3712231.947,1.239,0
20,LVC,26,45-54 years Female OTHER,3645942.091,0.713,0
21,LVC,214,45-54 years Male Non-Hispanic White,4143116.013,5.165,0
22,LVC,56,45-54 years Male Non-Hispanic Black,3447072.522,1.625,0
23,LVC,176,45-54 years Male Hispanic (All Races),3181913.098,5.531,0
24,LVC,95,45-54 years Male OTHER,3811666.732,2.492,0
25,LVC,308,55-64 years Female Non-Hispanic White,5634637.777,5.466,0
26,LVC,92,55-64 years Female Non-Hispanic Black,5767217.489,1.595,0
27,LVC,181,55-64 years Female Hispanic (All Races),5303188.496,3.413,0
28,LVC,93,55-64 years Female OTHER,4375130.509,2.126,0
29,LVC,1205,55-64 years Male Non-Hispanic White,6164956.627,19.546,0
30,LVC,316,55-64 years Male Non-Hispanic Black,5071173.999,6.231,0
31,LVC,488,55-64 years Male Hispanic (All Races),4905449.359,9.948,0
32,LVC,298,55-64 years Male OTHER,3579652.235,8.325,0
33,LVC,455,65-74 years Female Non-Hispanic White,5303188.496,8.58,0
34,LVC,106,65-74 years Female Non-Hispanic Black,3314492.81,3.198,0
35,LVC,219,65-74 years Female Hispanic (All Races),3281347.882,6.674,0
36,LVC,145,65-74 years Female OTHER,2187565.255,6.628,0
37,LVC,1304,65-74 years Male Non-Hispanic White,6231246.483,20.927,0
38,LVC,308,65-74 years Male Non-Hispanic Black,3844811.66,8.011,0
39,LVC,446,65-74 years Male Hispanic (All Races),2949898.601,15.119,0
40,LVC,292,65-74 years Male OTHER,2220710.183,13.149,0
41,LVC,1395,75+ years Female Non-Hispanic White,7291884.182,19.131,0
42,LVC,301,75+ years Female Non-Hispanic Black,2419579.751,12.44,0
43,LVC,691,75+ years Female Hispanic (All Races),1292652.196,53.456,0
44,LVC,442,75+ years Female OTHER,1392086.98,31.751,0
45,LVC,3614,75+ years Male Non-Hispanic White,7689623.319,46.998,0
46,LVC,787,75+ years Male Non-Hispanic Black,2054985.542,38.297,0
47,LVC,1377,75+ years Male Hispanic (All Races),1060637.699,129.828,0
48,LVC,954,75+ years Male OTHER,1160072.484,82.236,0
1,MLPC,40,25-34 years Female Non-Hispanic White,4772869.646,0.838,0
2,MLPC,9,25-34 years Female Non-Hispanic Black,4109971.084,0.219,0
3,MLPC,16,25-34 years Female Hispanic (All Races),3281347.882,0.488,0
4,MLPC,20,25-34 years Female OTHER,3944246.444,0.507,0
5,MLPC,41,25-34 years Male Non-Hispanic White,4739724.718,0.865,0
6,MLPC,8,25-34 years Male Non-Hispanic Black,3082478.313,0.26,0
7,MLPC,19,25-34 years Male Hispanic (All Races),3314492.81,0.573,0
8,MLPC,32,25-34 years Male OTHER,3712231.947,0.862,0
9,MLPC,97,35-44 years Female Non-Hispanic White,4806014.575,2.018,0
10,MLPC,17,35-44 years Female Non-Hispanic Black,3679087.019,0.462,0
11,MLPC,28,35-44 years Female Hispanic (All Races),4574000.078,0.612,0
12,MLPC,34,35-44 years Female OTHER,3281347.882,1.036,0
13,MLPC,194,35-44 years Male Non-Hispanic White,3877956.588,5.003,0
14,MLPC,36,35-44 years Male Non-Hispanic Black,2949898.601,1.22,0
15,MLPC,46,35-44 years Male Hispanic (All Races),3314492.81,1.388,0
16,MLPC,65,35-44 years Male OTHER,3049333.385,2.132,0
17,MLPC,341,45-54 years Female Non-Hispanic White,4375130.509,7.794,0
18,MLPC,53,45-54 years Female Non-Hispanic Black,3579652.235,1.481,0
19,MLPC,77,45-54 years Female Hispanic (All Races),3712231.947,2.074,0
20,MLPC,67,45-54 years Female OTHER,3645942.091,1.838,0
21,MLPC,994,45-54 years Male Non-Hispanic White,4143116.013,23.992,0
22,MLPC,154,45-54 years Male Non-Hispanic Black,3447072.522,4.468,0
23,MLPC,184,45-54 years Male Hispanic (All Races),3181913.098,5.783,0
24,MLPC,158,45-54 years Male OTHER,3811666.732,4.145,0
25,MLPC,754,55-64 years Female Non-Hispanic White,5634637.777,13.382,0
26,MLPC,104,55-64 years Female Non-Hispanic Black,5767217.489,1.803,0
27,MLPC,111,55-64 years Female Hispanic (All Races),5303188.496,2.093,0
28,MLPC,95,55-64 years Female OTHER,4375130.509,2.171,0
29,MLPC,2519,55-64 years Male Non-Hispanic White,6164956.627,40.86,0
30,MLPC,330,55-64 years Male Non-Hispanic Black,5071173.999,6.507,0
31,MLPC,283,55-64 years Male Hispanic (All Races),4905449.359,5.769,0
32,MLPC,257,55-64 years Male OTHER,3579652.235,7.179,0
33,MLPC,772,65-74 years Female Non-Hispanic White,5303188.496,14.557,0
34,MLPC,96,65-74 years Female Non-Hispanic Black,3314492.81,2.896,0
35,MLPC,92,65-74 years Female Hispanic (All Races),3281347.882,2.804,0
36,MLPC,77,65-74 years Female OTHER,2187565.255,3.52,0
37,MLPC,2422,65-74 years Male Non-Hispanic White,6231246.483,38.869,0
38,MLPC,257,65-74 years Male Non-Hispanic Black,3844811.66,6.684,0
39,MLPC,254,65-74 years Male Hispanic (All Races),2949898.601,8.61,0
40,MLPC,214,65-74 years Male OTHER,2220710.183,9.637,0
41,MLPC,2850,75+ years Female Non-Hispanic White,7291884.182,39.085,0
42,MLPC,343,75+ years Female Non-Hispanic Black,2419579.751,14.176,0
43,MLPC,441,75+ years Female Hispanic (All Races),1292652.196,34.116,0
44,MLPC,386,75+ years Female OTHER,1392086.98,27.728,0
45,MLPC,7816,75+ years Male Non-Hispanic White,7689623.319,101.643,0
46,MLPC,905,75+ years Male Non-Hispanic Black,2054985.542,44.039,0
47,MLPC,965,75+ years Male Hispanic (All Races),1060637.699,90.983,0
48,MLPC,893,75+ years Male OTHER,1160072.484,76.978,0
1,MMC,5,25-34 years Female Non-Hispanic White,4772869.646,0.105,0
2,MMC,4,25-34 years Female Non-Hispanic Black,4109971.084,0.097,0
3,MMC,1,25-34 years Female Hispanic (All Races),3281347.882,0.03,0
4,MMC,2,25-34 years Female OTHER,3944246.444,0.051,0
5,MMC,5,25-34 years Male Non-Hispanic White,4739724.718,0.105,0
6,MMC,5,25-34 years Male Non-Hispanic Black,3082478.313,0.162,0
7,MMC,5,25-34 years Male Hispanic (All Races),3314492.81,0.151,0
8,MMC,4,25-34 years Male OTHER,3712231.947,0.108,0
9,MMC,30,35-44 years Female Non-Hispanic White,4806014.575,0.624,0
10,MMC,25,35-44 years Female Non-Hispanic Black,3679087.019,0.68,0
11,MMC,23,35-44 years Female Hispanic (All Races),4574000.078,0.503,0
12,MMC,7,35-44 years Female OTHER,3281347.882,0.213,0
13,MMC,45,35-44 years Male Non-Hispanic White,3877956.588,1.16,0
14,MMC,26,35-44 years Male Non-Hispanic Black,2949898.601,0.881,0
15,MMC,17,35-44 years Male Hispanic (All Races),3314492.81,0.513,0
16,MMC,12,35-44 years Male OTHER,3049333.385,0.394,0
17,MMC,112,45-54 years Female Non-Hispanic White,4375130.509,2.56,0
18,MMC,92,45-54 years Female Non-Hispanic Black,3579652.235,2.57,0
19,MMC,66,45-54 years Female Hispanic (All Races),3712231.947,1.778,0
20,MMC,18,45-54 years Female OTHER,3645942.091,0.494,0
21,MMC,165,45-54 years Male Non-Hispanic White,4143116.013,3.983,0
22,MMC,88,45-54 years Male Non-Hispanic Black,3447072.522,2.553,0
23,MMC,82,45-54 years Male Hispanic (All Races),3181913.098,2.577,0
24,MMC,29,45-54 years Male OTHER,3811666.732,0.761,0
25,MMC,308,55-64 years Female Non-Hispanic White,5634637.777,5.466,0
26,MMC,165,55-64 years Female Non-Hispanic Black,5767217.489,2.861,0
27,MMC,108,55-64 years Female Hispanic (All Races),5303188.496,2.037,0
28,MMC,39,55-64 years Female OTHER,4375130.509,0.891,0
29,MMC,443,55-64 years Male Non-Hispanic White,6164956.627,7.186,0
30,MMC,173,55-64 years Male Non-Hispanic Black,5071173.999,3.411,0
31,MMC,131,55-64 years Male Hispanic (All Races),4905449.359,2.67,0
32,MMC,52,55-64 years Male OTHER,3579652.235,1.453,0
33,MMC,496,65-74 years Female Non-Hispanic White,5303188.496,9.353,0
34,MMC,208,65-74 years Female Non-Hispanic Black,3314492.81,6.275,0
35,MMC,106,65-74 years Female Hispanic (All Races),3281347.882,3.23,0
36,MMC,67,65-74 years Female OTHER,2187565.255,3.063,0
37,MMC,766,65-74 years Male Non-Hispanic White,6231246.483,12.293,0
38,MMC,217,65-74 years Male Non-Hispanic Black,3844811.66,5.644,0
39,MMC,129,65-74 years Male Hispanic (All Races),2949898.601,4.373,0
40,MMC,84,65-74 years Male OTHER,2220710.183,3.783,0
41,MMC,1566,75+ years Female Non-Hispanic White,7291884.182,21.476,0
42,MMC,670,75+ years Female Non-Hispanic Black,2419579.751,27.691,0
43,MMC,430,75+ years Female Hispanic (All Races),1292652.196,33.265,0
44,MMC,214,75+ years Female OTHER,1392086.98,15.373,0
45,MMC,2218,75+ years Male Non-Hispanic White,7689623.319,28.844,0
46,MMC,657,75+ years Male Non-Hispanic Black,2054985.542,31.971,0
47,MMC,481,75+ years Male Hispanic (All Races),1060637.699,45.35,0
48,MMC,252,75+ years Male OTHER,1160072.484,21.723,0
1,OC,82,25-34 years Female Non-Hispanic White,4772869.646,1.718,0
2,OC,17,25-34 years Female Non-Hispanic Black,4109971.084,0.414,0
3,OC,52,25-34 years Female Hispanic (All Races),3281347.882,1.585,0
4,OC,24,25-34 years Female OTHER,3944246.444,0.608,0
5,OC,0,25-34 years Male Non-Hispanic White,4739724.718,0,0
6,OC,0,25-34 years Male Non-Hispanic Black,3082478.313,0,0
7,OC,0,25-34 years Male Hispanic (All Races),3314492.81,0,0
8,OC,0,25-34 years Male OTHER,3712231.947,0,0
9,OC,139,35-44 years Female Non-Hispanic White,4806014.575,2.892,0
10,OC,36,35-44 years Female Non-Hispanic Black,3679087.019,0.979,0
11,OC,97,35-44 years Female Hispanic (All Races),4574000.078,2.121,0
12,OC,60,35-44 years Female OTHER,3281347.882,1.829,0
13,OC,0,35-44 years Male Non-Hispanic White,3877956.588,0,0
14,OC,0,35-44 years Male Non-Hispanic Black,2949898.601,0,0
15,OC,0,35-44 years Male Hispanic (All Races),3314492.81,0,0
16,OC,0,35-44 years Male OTHER,3049333.385,0,0
17,OC,402,45-54 years Female Non-Hispanic White,4375130.509,9.188,0
18,OC,78,45-54 years Female Non-Hispanic Black,3579652.235,2.179,0
19,OC,203,45-54 years Female Hispanic (All Races),3712231.947,5.468,0
20,OC,138,45-54 years Female OTHER,3645942.091,3.785,0
21,OC,0,45-54 years Male Non-Hispanic White,4143116.013,0,0
22,OC,0,45-54 years Male Non-Hispanic Black,3447072.522,0,0
23,OC,0,45-54 years Male Hispanic (All Races),3181913.098,0,0
24,OC,0,45-54 years Male OTHER,3811666.732,0,0
25,OC,783,55-64 years Female Non-Hispanic White,5634637.777,13.896,0
26,OC,117,55-64 years Female Non-Hispanic Black,5767217.489,2.029,0
27,OC,214,55-64 years Female Hispanic (All Races),5303188.496,4.035,0
28,OC,140,55-64 years Female OTHER,4375130.509,3.2,0
29,OC,0,55-64 years Male Non-Hispanic White,6164956.627,0,0
30,OC,0,55-64 years Male Non-Hispanic Black,5071173.999,0,0
31,OC,0,55-64 years Male Hispanic (All Races),4905449.359,0,0
32,OC,0,55-64 years Male OTHER,3579652.235,0,0
33,OC,899,65-74 years Female Non-Hispanic White,5303188.496,16.952,0
34,OC,107,65-74 years Female Non-Hispanic Black,3314492.81,3.228,0
35,OC,165,65-74 years Female Hispanic (All Races),3281347.882,5.028,0
36,OC,121,65-74 years Female OTHER,2187565.255,5.531,0
37,OC,0,65-74 years Male Non-Hispanic White,6231246.483,0,0
38,OC,0,65-74 years Male Non-Hispanic Black,3844811.66,0,0
39,OC,0,65-74 years Male Hispanic (All Races),2949898.601,0,0
40,OC,0,65-74 years Male OTHER,2220710.183,0,0
41,OC,3232,75+ years Female Non-Hispanic White,7291884.182,44.323,0
42,OC,456,75+ years Female Non-Hispanic Black,2419579.751,18.846,0
43,OC,881,75+ years Female Hispanic (All Races),1292652.196,68.154,0
44,OC,605,75+ years Female OTHER,1392086.98,43.46,0
45,OC,0,75+ years Male Non-Hispanic White,7689623.319,0,0
46,OC,0,75+ years Male Non-Hispanic Black,2054985.542,0,0
47,OC,0,75+ years Male Hispanic (All Races),1060637.699,0,0
48,OC,0,75+ years Male OTHER,1160072.484,0,0
1,OSTK,25,25-34y F NHW,4772869.646,0.524,0
2,OSTK,95,25-34y F NHB,4109971.084,2.311,0
3,OSTK,409,25-34y F HIS,3281347.882,12.464,0
4,OSTK,1258,25-34y F OTH,3944246.444,31.895,0
5,OSTK,3364,25-34y M NHW,4739724.718,70.975,0
6,OSTK,34277,25-34y M NHB,3082478.313,1111.995,0
7,OSTK,23,25-34y M HIS,3314492.81,0.694,0
8,OSTK,111,25-34y M OTH,3712231.947,2.99,0
9,OSTK,566,35-44y F NHW,4806014.575,11.777,0
10,OSTK,1909,35-44y F NHB,3679087.019,51.888,0
11,OSTK,3917,35-44y F HIS,4574000.078,85.636,0
12,OSTK,17482,35-44y F OTH,3281347.882,532.769,0
13,OSTK,9,35-44y M NHW,3877956.588,0.232,0
14,OSTK,56,35-44y M NHB,2949898.601,1.898,0
15,OSTK,234,35-44y M HIS,3314492.81,7.06,0
16,OSTK,572,35-44y M OTH,3049333.385,18.758,0
17,OSTK,866,45-54y F NHW,4375130.509,19.794,0
18,OSTK,3479,45-54y F NHB,3579652.235,97.188,0
19,OSTK,17,45-54y F HIS,3712231.947,0.458,0
20,OSTK,78,45-54y F OTH,3645942.091,2.139,0
21,OSTK,294,45-54y M NHW,4143116.013,7.096,0
22,OSTK,784,45-54y M NHB,3447072.522,22.744,0
23,OSTK,1064,45-54y M HIS,3181913.098,33.439,0
24,OSTK,1784,45-54y M OTH,3811666.732,46.804,0
25,OSTK,8,55-64y F NHW,5634637.777,0.142,0
26,OSTK,15,55-64y F NHB,5767217.489,0.26,0
27,OSTK,64,55-64y F HIS,5303188.496,1.207,0
28,OSTK,159,55-64y F OTH,4375130.509,3.634,0
29,OSTK,287,55-64y M NHW,6164956.627,4.655,0
30,OSTK,1775,55-64y M NHB,5071173.999,35.002,0
31,OSTK,6,55-64y M HIS,4905449.359,0.122,0
32,OSTK,34,55-64y M OTH,3579652.235,0.95,0
33,OSTK,99,65-74y F NHW,5303188.496,1.867,0
34,OSTK,233,65-74y F NHB,3314492.81,7.03,0
35,OSTK,360,65-74y F HIS,3281347.882,10.971,0
36,OSTK,1145,65-74y F OTH,2187565.255,52.341,0
37,OSTK,2,65-74y M NHW,6231246.483,0.032,0
38,OSTK,5,65-74y M NHB,3844811.66,0.13,0
39,OSTK,34,65-74y M HIS,2949898.601,1.153,0
40,OSTK,84,65-74y M OTH,2220710.183,3.783,0
41,OSTK,204,75y+ F NHW,7291884.182,2.798,0
42,OSTK,1164,75y+ F NHB,2419579.751,48.108,0
43,OSTK,1,75y+ F HIS,1292652.196,0.077,0
44,OSTK,9,75y+ F OTH,1392086.98,0.647,0
45,OSTK,64,75y+ M NHW,7689623.319,0.832,0
46,OSTK,139,75y+ M NHB,2054985.542,6.764,0
47,OSTK,253,75y+ M HIS,1060637.699,23.854,0
48,OSTK,761,75y+ M OTH,1160072.484,65.599,0
1,OSTK_medBMI,25,25-34y F NHW,4772869.646,0.524,0
2,OSTK_medBMI,95,25-34y F NHB,4109971.084,2.311,0
3,OSTK_medBMI,409,25-34y F HIS,3281347.882,12.464,0
4,OSTK_medBMI,1258,25-34y F OTH,3944246.444,31.895,0
5,OSTK_medBMI,3364,25-34y M NHW,4739724.718,70.975,0
6,OSTK_medBMI,34277,25-34y M NHB,3082478.313,1111.995,0
7,OSTK_medBMI,23,25-34y M HIS,3314492.81,0.694,0
8,OSTK_medBMI,111,25-34y M OTH,3712231.947,2.99,0
9,OSTK_medBMI,566,35-44y F NHW,4806014.575,11.777,0
10,OSTK_medBMI,1909,35-44y F NHB,3679087.019,51.888,0
11,OSTK_medBMI,3917,35-44y F HIS,4574000.078,85.636,0
12,OSTK_medBMI,17482,35-44y F OTH,3281347.882,532.769,0
13,OSTK_medBMI,9,35-44y M NHW,3877956.588,0.232,0
14,OSTK_medBMI,56,35-44y M NHB,2949898.601,1.898,0
15,OSTK_medBMI,234,35-44y M HIS,3314492.81,7.06,0
16,OSTK_medBMI,572,35-44y M OTH,3049333.385,18.758,0
17,OSTK_medBMI,866,45-54y F NHW,4375130.509,19.794,0
18,OSTK_medBMI,3479,45-54y F NHB,3579652.235,97.188,0
19,OSTK_medBMI,17,45-54y F HIS,3712231.947,0.458,0
20,OSTK_medBMI,78,45-54y F OTH,3645942.091,2.139,0
21,OSTK_medBMI,294,45-54y M NHW,4143116.013,7.096,0
22,OSTK_medBMI,784,45-54y M NHB,3447072.522,22.744,0
23,OSTK_medBMI,1064,45-54y M HIS,3181913.098,33.439,0
24,OSTK_medBMI,1784,45-54y M OTH,3811666.732,46.804,0
25,OSTK_medBMI,8,55-64y F NHW,5634637.777,0.142,0
26,OSTK_medBMI,15,55-64y F NHB,5767217.489,0.26,0
27,OSTK_medBMI,64,55-64y F HIS,5303188.496,1.207,0
28,OSTK_medBMI,159,55-64y F OTH,4375130.509,3.634,0
29,OSTK_medBMI,287,55-64y M NHW,6164956.627,4.655,0
30,OSTK_medBMI,1775,55-64y M NHB,5071173.999,35.002,0
31,OSTK_medBMI,6,55-64y M HIS,4905449.359,0.122,0
32,OSTK_medBMI,34,55-64y M OTH,3579652.235,0.95,0
33,OSTK_medBMI,99,65-74y F NHW,5303188.496,1.867,0
34,OSTK_medBMI,233,65-74y F NHB,3314492.81,7.03,0
35,OSTK_medBMI,360,65-74y F HIS,3281347.882,10.971,0
36,OSTK_medBMI,1145,65-74y F OTH,2187565.255,52.341,0
37,OSTK_medBMI,2,65-74y M NHW,6231246.483,0.032,0
38,OSTK_medBMI,5,65-74y M NHB,3844811.66,0.13,0
39,OSTK_medBMI,34,65-74y M HIS,2949898.601,1.153,0
40,OSTK_medBMI,84,65-74y M OTH,2220710.183,3.783,0
41,OSTK_medBMI,204,75y+ F NHW,7291884.182,2.798,0
42,OSTK_medBMI,1164,75y+ F NHB,2419579.751,48.108,0
43,OSTK_medBMI,1,75y+ F HIS,1292652.196,0.077,0
44,OSTK_medBMI,9,75y+ F OTH,1392086.98,0.647,0
45,OSTK_medBMI,64,75y+ M NHW,7689623.319,0.832,0
46,OSTK_medBMI,139,75y+ M NHB,2054985.542,6.764,0
47,OSTK_medBMI,253,75y+ M HIS,1060637.699,23.854,0
48,OSTK_medBMI,761,75y+ M OTH,1160072.484,65.599,0
1,OSTK_medSBP,25,25-34y F NHW,4772869.646,0.524,0
2,OSTK_medSBP,95,25-34y F NHB,4109971.084,2.311,0
3,OSTK_medSBP,409,25-34y F HIS,3281347.882,12.464,0
4,OSTK_medSBP,1258,25-34y F OTH,3944246.444,31.895,0
5,OSTK_medSBP,3364,25-34y M NHW,4739724.718,70.975,0
6,OSTK_medSBP,34277,25-34y M NHB,3082478.313,1111.995,0
7,OSTK_medSBP,23,25-34y M HIS,3314492.81,0.694,0
8,OSTK_medSBP,111,25-34y M OTH,3712231.947,2.99,0
9,OSTK_medSBP,566,35-44y F NHW,4806014.575,11.777,0
10,OSTK_medSBP,1909,35-44y F NHB,3679087.019,51.888,0
11,OSTK_medSBP,3917,35-44y F HIS,4574000.078,85.636,0
12,OSTK_medSBP,17482,35-44y F OTH,3281347.882,532.769,0
13,OSTK_medSBP,9,35-44y M NHW,3877956.588,0.232,0
14,OSTK_medSBP,56,35-44y M NHB,2949898.601,1.898,0
15,OSTK_medSBP,234,35-44y M HIS,3314492.81,7.06,0
16,OSTK_medSBP,572,35-44y M OTH,3049333.385,18.758,0
17,OSTK_medSBP,866,45-54y F NHW,4375130.509,19.794,0
18,OSTK_medSBP,3479,45-54y F NHB,3579652.235,97.188,0
19,OSTK_medSBP,17,45-54y F HIS,3712231.947,0.458,0
20,OSTK_medSBP,78,45-54y F OTH,3645942.091,2.139,0
21,OSTK_medSBP,294,45-54y M NHW,4143116.013,7.096,0
22,OSTK_medSBP,784,45-54y M NHB,3447072.522,22.744,0
23,OSTK_medSBP,1064,45-54y M HIS,3181913.098,33.439,0
24,OSTK_medSBP,1784,45-54y M OTH,3811666.732,46.804,0
25,OSTK_medSBP,8,55-64y F NHW,5634637.777,0.142,0
26,OSTK_medSBP,15,55-64y F NHB,5767217.489,0.26,0
27,OSTK_medSBP,64,55-64y F HIS,5303188.496,1.207,0
28,OSTK_medSBP,159,55-64y F OTH,4375130.509,3.634,0
29,OSTK_medSBP,287,55-64y M NHW,6164956.627,4.655,0
30,OSTK_medSBP,1775,55-64y M NHB,5071173.999,35.002,0
31,OSTK_medSBP,6,55-64y M HIS,4905449.359,0.122,0
32,OSTK_medSBP,34,55-64y M OTH,3579652.235,0.95,0
33,OSTK_medSBP,99,65-74y F NHW,5303188.496,1.867,0
34,OSTK_medSBP,233,65-74y F NHB,3314492.81,7.03,0
35,OSTK_medSBP,360,65-74y F HIS,3281347.882,10.971,0
36,OSTK_medSBP,1145,65-74y F OTH,2187565.255,52.341,0
37,OSTK_medSBP,2,65-74y M NHW,6231246.483,0.032,0
38,OSTK_medSBP,5,65-74y M NHB,3844811.66,0.13,0
39,OSTK_medSBP,34,65-74y M HIS,2949898.601,1.153,0
40,OSTK_medSBP,84,65-74y M OTH,2220710.183,3.783,0
41,OSTK_medSBP,204,75y+ F NHW,7291884.182,2.798,0
42,OSTK_medSBP,1164,75y+ F NHB,2419579.751,48.108,0
43,OSTK_medSBP,1,75y+ F HIS,1292652.196,0.077,0
44,OSTK_medSBP,9,75y+ F OTH,1392086.98,0.647,0
45,OSTK_medSBP,64,75y+ M NHW,7689623.319,0.832,0
46,OSTK_medSBP,139,75y+ M NHB,2054985.542,6.764,0
47,OSTK_medSBP,253,75y+ M HIS,1060637.699,23.854,0
48,OSTK_medSBP,761,75y+ M OTH,1160072.484,65.599,0
1,OTH,99,25-34y F NHW,4772869.646,2.074,0
2,OTH,230,25-34y F NHB,4109971.084,5.596,0
3,OTH,504,25-34y F HIS,3281347.882,15.36,0
4,OTH,1001,25-34y F OTH,3944246.444,25.379,0
5,OTH,1843,25-34y M NHW,4739724.718,38.884,0
6,OTH,14571,25-34y M NHB,3082478.313,472.704,0
7,OTH,122,25-34y M HIS,3314492.81,3.681,0
8,OTH,256,25-34y M OTH,3712231.947,6.896,0
9,OTH,627,35-44y F NHW,4806014.575,13.046,0
10,OTH,1256,35-44y F NHB,3679087.019,34.139,0
11,OTH,1797,35-44y F HIS,4574000.078,39.287,0
12,OTH,8715,35-44y F OTH,3281347.882,265.592,0
13,OTH,52,35-44y M NHW,3877956.588,1.341,0
14,OTH,116,35-44y M NHB,2949898.601,3.932,0
15,OTH,206,35-44y M HIS,3314492.81,6.215,0
16,OTH,340,35-44y M OTH,3049333.385,11.15,0
17,OTH,355,45-54y F NHW,4375130.509,8.114,0
18,OTH,868,45-54y F NHB,3579652.235,24.248,0
19,OTH,52,45-54y F HIS,3712231.947,1.401,0
20,OTH,108,45-54y F OTH,3645942.091,2.962,0
21,OTH,191,45-54y M NHW,4143116.013,4.61,0
22,OTH,267,45-54y M NHB,3447072.522,7.746,0
23,OTH,267,45-54y M HIS,3181913.098,8.391,0
24,OTH,389,45-54y M OTH,3811666.732,10.206,0
25,OTH,15,55-64y F NHW,5634637.777,0.266,0
26,OTH,41,55-64y F NHB,5767217.489,0.711,0
27,OTH,78,55-64y F HIS,5303188.496,1.471,0
28,OTH,89,55-64y F OTH,4375130.509,2.034,0
29,OTH,136,55-64y M NHW,6164956.627,2.206,0
30,OTH,541,55-64y M NHB,5071173.999,10.668,0
31,OTH,30,55-64y M HIS,4905449.359,0.612,0
32,OTH,58,55-64y M OTH,3579652.235,1.62,0
33,OTH,83,65-74y F NHW,5303188.496,1.565,0
34,OTH,108,65-74y F NHB,3314492.81,3.258,0
35,OTH,136,65-74y F HIS,3281347.882,4.145,0
36,OTH,316,65-74y F OTH,2187565.255,14.445,0
37,OTH,10,65-74y M NHW,6231246.483,0.16,0
38,OTH,14,65-74y M NHB,3844811.66,0.364,0
39,OTH,22,65-74y M HIS,2949898.601,0.746,0
40,OTH,48,65-74y M OTH,2220710.183,2.161,0
41,OTH,83,75y+ F NHW,7291884.182,1.138,0
42,OTH,285,75y+ F NHB,2419579.751,11.779,0
43,OTH,8,75y+ F HIS,1292652.196,0.619,0
44,OTH,15,75y+ F OTH,1392086.98,1.078,0
45,OTH,23,75y+ M NHW,7689623.319,0.299,0
46,OTH,41,75y+ M NHB,2054985.542,1.995,0
47,OTH,53,75y+ M HIS,1060637.699,4.997,0
48,OTH,217,75y+ M OTH,1160072.484,18.706,0
1,OTH_medBMI,99,25-34y F NHW,4772869.646,2.074,0
2,OTH_medBMI,230,25-34y F NHB,4109971.084,5.596,0
3,OTH_medBMI,504,25-34y F HIS,3281347.882,15.36,0
4,OTH_medBMI,1001,25-34y F OTH,3944246.444,25.379,0
5,OTH_medBMI,1843,25-34y M NHW,4739724.718,38.884,0
6,OTH_medBMI,14571,25-34y M NHB,3082478.313,472.704,0
7,OTH_medBMI,122,25-34y M HIS,3314492.81,3.681,0
8,OTH_medBMI,256,25-34y M OTH,3712231.947,6.896,0
9,OTH_medBMI,627,35-44y F NHW,4806014.575,13.046,0
10,OTH_medBMI,1256,35-44y F NHB,3679087.019,34.139,0
11,OTH_medBMI,1797,35-44y F HIS,4574000.078,39.287,0
12,OTH_medBMI,8715,35-44y F OTH,3281347.882,265.592,0
13,OTH_medBMI,52,35-44y M NHW,3877956.588,1.341,0
14,OTH_medBMI,116,35-44y M NHB,2949898.601,3.932,0
15,OTH_medBMI,206,35-44y M HIS,3314492.81,6.215,0
16,OTH_medBMI,340,35-44y M OTH,3049333.385,11.15,0
17,OTH_medBMI,355,45-54y F NHW,4375130.509,8.114,0
18,OTH_medBMI,868,45-54y F NHB,3579652.235,24.248,0
19,OTH_medBMI,52,45-54y F HIS,3712231.947,1.401,0
20,OTH_medBMI,108,45-54y F OTH,3645942.091,2.962,0
21,OTH_medBMI,191,45-54y M NHW,4143116.013,4.61,0
22,OTH_medBMI,267,45-54y M NHB,3447072.522,7.746,0
23,OTH_medBMI,267,45-54y M HIS,3181913.098,8.391,0
24,OTH_medBMI,389,45-54y M OTH,3811666.732,10.206,0
25,OTH_medBMI,15,55-64y F NHW,5634637.777,0.266,0
26,OTH_medBMI,41,55-64y F NHB,5767217.489,0.711,0
