subgroup,food,N,mean,SE,StdDev,food_label,food_desc,pro_gro
15,veg_exc_sta,198,1,0.06,0.49,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5992524326930175
15,veg_oth,198,0.5,0.03,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6009787455422291
15,veg_ro,198,0.37,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6377843088826806
15,veg_sta,198,0.44,0.05,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6629391068868967
16,added_sugar,134,11.47,0.92,6.53,Added sugars,Foods defined as added sugars (tsp. eq.),0.6960789918997523
16,dairy_cow,134,1.15,0.08,0.5,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7119842148005969
16,dairy_soy,134,0.02,0.02,0.11,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0.9507699829360068
16,dairy_tot,134,1.18,0.08,0.5,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7160965492791288
16,fruit_exc_juice,134,0.9,0.08,0.69,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.897075029470661
16,fruit_juice,134,0.3,0.05,0.42,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6226379602201764
16,fruit_tot,134,1.22,0.07,0.84,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8350894330003746
16,gr_refined,134,5.69,0.35,1.65,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6389936349767872
16,gr_whole,134,0.94,0.1,0.62,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8548458948895986
16,leg_tot,134,0.65,0.11,0.57,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7773625135114919
16,oil,134,25.2,1.44,7.11,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.5590895587256928
16,pf_egg,134,0.54,0.08,0.49,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7116673458681958
16,pf_ns,134,0.86,0.1,0.9,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8561322963298567
16,pf_pm,134,1.04,0.13,0.61,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6947286173029731
16,pf_poultry,134,1.71,0.16,0.85,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.43520684243534175
16,pf_redm,134,1.48,0.19,0.68,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6683663068215028
16,pf_redm_tot,134,2.32,0.16,0.99,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6723973606285129
16,pf_seafood,134,0.41,0.1,0.43,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.4449160995712214
16,sat_fat,134,22.78,0.74,4.21,Saturated fats,Total saturated fatty acids (gm),0.6437884713642693
16,sodium,134,3541.45,132.5,616.83,Sodium,Sodium (mg),0.6316657383317292
16,ssb,134,262.47,39.32,232.64,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.7123257855662392
16,veg_dg,134,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.6977035980936515
16,veg_exc_sta,134,1.22,0.09,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6730955121906074
16,veg_oth,134,0.57,0.05,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6073372741779685
16,veg_ro,134,0.35,0.04,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7535230458861248
16,veg_sta,134,0.37,0.03,0.17,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.5999040830099448
17,added_sugar,245,17.88,1.46,8.71,Added sugars,Foods defined as added sugars (tsp. eq.),0.7106586479420718
17,dairy_cow,245,1.49,0.09,0.59,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6851855044448023
17,dairy_soy,245,0.06,0.03,0.26,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
17,dairy_tot,245,1.5,0.09,0.59,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6893751442934706
17,fruit_exc_juice,245,0.58,0.06,0.48,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.90735433772939
17,fruit_juice,245,0.17,0.03,0.25,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6787367066281189
17,fruit_tot,245,0.74,0.07,0.57,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8628131165210411
17,gr_refined,245,5.07,0.28,1.57,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5993955005150092
17,gr_whole,245,0.74,0.07,0.51,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8901669513038777
17,leg_tot,245,0.39,0.05,0.37,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.637645415610105
17,oil,245,28.55,1.28,7.63,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.59443458081056
17,pf_egg,245,0.52,0.08,0.48,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6881584037355194
17,pf_ns,245,0.7,0.09,0.75,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8663931252372785
17,pf_pm,245,0.91,0.07,0.54,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7137829841511286
17,pf_poultry,245,1.52,0.1,0.76,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5789266742649545
17,pf_redm,245,1.38,0.12,0.64,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5637509072226178
17,pf_redm_tot,245,1.99,0.14,0.87,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6031298881723202
17,pf_seafood,245,0.54,0.05,0.56,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.40416947333593295
17,sat_fat,245,26.64,0.75,4.48,Saturated fats,Total saturated fatty acids (gm),0.651342578744071
17,sodium,245,3423.49,87.22,599.25,Sodium,Sodium (mg),0.6155790405903917
17,ssb,245,353.35,33.3,307.11,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6416367419728828
17,veg_dg,245,0.17,0.02,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.6608749867846387
17,veg_exc_sta,245,1.12,0.1,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6047694042867038
17,veg_oth,245,0.56,0.05,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5854623492314622
17,veg_ro,245,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5931636539462071
17,veg_sta,245,0.44,0.03,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6584239183432842
18,added_sugar,201,18.6,0.96,8.98,Added sugars,Foods defined as added sugars (tsp. eq.),0.5977695799268834
18,dairy_cow,201,1.04,0.07,0.47,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6388576420073485
18,dairy_soy,201,0.02,0.01,0.11,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),NA
18,dairy_tot,201,1.04,0.07,0.47,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6388576420073485
18,fruit_exc_juice,201,0.68,0.08,0.55,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.810061299508555
18,fruit_juice,201,0.25,0.05,0.36,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8932919332570545
18,fruit_tot,201,0.88,0.09,0.65,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8351434633029438
18,gr_refined,201,4.78,0.2,1.53,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5941653294058155
18,gr_whole,201,0.81,0.08,0.55,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8121893168304417
18,leg_tot,201,0.41,0.06,0.38,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7957558117496878
18,oil,201,31.29,1.23,7.99,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.5544112376435409
18,pf_egg,201,0.57,0.06,0.53,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7241148919764084
18,pf_ns,201,0.74,0.11,0.79,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.6692854386421517
18,pf_pm,201,0.81,0.07,0.48,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7167303672169847
18,pf_poultry,201,1.64,0.11,0.81,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6074427849928024
18,pf_redm,201,1.22,0.09,0.57,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6214237166616294
18,pf_redm_tot,201,1.84,0.09,0.81,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6449318283913837
18,pf_seafood,201,0.43,0.05,0.45,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7061975487768677
18,sat_fat,201,23.97,0.73,4.29,Saturated fats,Total saturated fatty acids (gm),0.5979282764423597
18,sodium,201,3254.65,69.75,570.7,Sodium,Sodium (mg),0.604526257946068
18,ssb,201,308.11,17.62,268.39,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5413350418634261
18,veg_dg,201,0.17,0.01,0.2,Dark-green vegetables,Dark green vegetables (cup eq.),0.7486273864179632
18,veg_exc_sta,201,1.01,0.06,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.649201469705292
18,veg_oth,201,0.46,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6176198922672986
18,veg_ro,201,0.32,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.630960498032438
18,veg_sta,201,0.43,0.03,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6086436769789105
19,added_sugar,236,15.13,0.71,7.85,Added sugars,Foods defined as added sugars (tsp. eq.),0.6274581811380945
19,dairy_cow,236,1.28,0.06,0.54,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7848097770331528
19,dairy_soy,236,0.03,0.02,0.14,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
19,dairy_tot,236,1.28,0.06,0.54,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7871506811285433
19,fruit_exc_juice,236,0.75,0.06,0.6,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8830956119731742
19,fruit_juice,236,0.26,0.04,0.37,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8741993747889042
19,fruit_tot,236,1.08,0.07,0.77,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8806736759058009
19,gr_refined,236,6.21,0.27,1.72,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6954061401939579
19,gr_whole,236,0.85,0.08,0.57,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8937474573649649
19,leg_tot,236,0.63,0.07,0.55,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8613649823918511
19,oil,236,27.36,1,7.45,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.669840673080845
19,pf_egg,236,0.85,0.12,0.76,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7607153599691283
19,pf_ns,236,0.55,0.06,0.61,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8532421665378495
19,pf_pm,236,0.69,0.05,0.42,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6842144415819479
19,pf_poultry,236,1.58,0.1,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6793618986004092
19,pf_redm,236,1.44,0.12,0.67,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7146148692798655
19,pf_redm_tot,236,2.05,0.15,0.89,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.696764601306455
19,pf_seafood,236,0.53,0.05,0.55,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5927067845053161
19,sat_fat,236,23.66,0.37,4.28,Saturated fats,Total saturated fatty acids (gm),0.6827480873893007
19,sodium,236,3358.81,83.42,588.85,Sodium,Sodium (mg),0.6685427932053476
19,ssb,236,217.72,17.66,197.12,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5219088569253175
19,veg_dg,236,0.08,0.01,0.1,Dark-green vegetables,Dark green vegetables (cup eq.),0.7693977389976159
19,veg_exc_sta,236,1.17,0.08,0.56,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.763392839669979
19,veg_oth,236,0.54,0.05,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7679765818457338
19,veg_ro,236,0.41,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7548649339009308
19,veg_sta,236,0.45,0.03,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6456937017336898
2,added_sugar,282,18.13,0.86,8.83,Added sugars,Foods defined as added sugars (tsp. eq.),0.4979637034479236
2,dairy_cow,282,1.15,0.05,0.5,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.5541928780182573
2,dairy_soy,282,0.07,0.03,0.29,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
2,dairy_tot,282,1.16,0.06,0.5,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.562828494035791
