foodcode,description
52304100,"Muffin, oatmeal"
75607010,"Mushroom soup, cream of, prepared with milk"
53115410,"Cake or cupcake, oatmeal"
41304992,"Lentils, dry, cooked, made with animal fat or meat drippings"
26157133,"Whiting, coated, baked or broiled, made without fat"
75141005,"Cabbage salad or coleslaw, made with light coleslaw dressing"
21105110,"Beef steak, braised, NS as to fat eaten"
27540151,"Chicken fillet, breaded, fried, sandwich with cheese, lettuce, tomato and spread"
27347250,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy"
54102100,"Graham crackers, reduced fat"
62101230,"Apple, dried, cooked, with sugar"
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine"
75209050,"Brussels sprouts, cooked, from frozen, made with oil"
75214012,"Cauliflower, cooked, from frozen, fat not added in cooking"
92121040,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted"
75207000,"Bean sprouts, cooked, NS as to form, NS as to fat added in cooking"
64202010,Cantaloupe nectar
32130220,"Egg omelet or scrambled egg, with meat, made with butter"
22300120,"Ham, fried, NS as to fat eaten"
24130210,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten"
52104200,"Biscuit, cinnamon-raisin"
27564441,"Frankfurter or hot dog sandwich, with chili, on wheat bun"
58146402,"Pasta with cream sauce and meat, home recipe"
58150100,"Bibimbap, Korean"
58150520,"Dukboki or Tteokbokki, Korean"
24150220,"Chicken thigh, NS as to cooking method, skin not eaten"
58161444,"Rice, brown, with peas and carrots, fat added in cooking"
41420050,Soybean curd cheese
58104900,Taquito or flauta with egg
25220106,"Beef sausage, reduced fat"
24202600,"Turkey, neck"
23104020,"Lamb, loin chop, cooked, lean only eaten"
71400990,"Potato, french fries, NFS"
22101140,"Pork chop, breaded or floured, broiled or baked, lean and fat eaten"
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise"
26107123,"Catfish, baked or broiled, made without fat"
75209041,"Brussels sprouts, cooked, from fresh, made with butter"
58106210,"Pizza, cheese, from restaurant or fast food, NS as to type of crust"
58145160,Macaroni or noodles with cheese and frankfurters or hot dogs
74201003,"Tomatoes, cooked, from canned, NS as to method"
13122100,"Ice cream pie, no crust"
27510642,"Hamburger, 1 medium patty, with condiments, on wheat bun"
73102220,"Carrots, cooked, NS as to form, fat added in cooking, NS as to type of fat"
21001000,"Steak, NS as to type of meat, cooked, NS as to fat eaten"
93301111,"Martini, flavored"
41106080,"Red kidney beans, canned, drained, fat not added in cooking"
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
91708020,Soft fruit confections
25210150,"Frankfurter or hot dog, cheese-filled"
27510195,"Cheeseburger, 1 small patty, plain, on white bun"
32130500,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat not added in cooking"
32400310,"Egg white, omelet, scrambled, or fried, with vegetables, fat not added in cooking"
11513391,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)"
41104060,"Pinto, calico, or red Mexican beans, canned, drained, made with animal fat or meat drippings"
25221255,"Pepperoni, reduced fat"
27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27341510,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
11553100,"Fruit smoothie, NFS"
54408475,"Pretzels, soft, from school lunch"
92121041,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted"
27510145,"Cheeseburger, 1 miniature patty, with condiments, on miniature bun, from fast food / restaurant"
24202010,"Turkey, drumstick, cooked, skin not eaten"
58164550,"Rice, white, with gravy, fat added in cooking"
14640060,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter"
91511060,"Gelatin dessert, dietetic, with sour cream, sweetened with low calorie sweetener"
27450040,"Shrimp chow mein or chop suey, no noodles"
27415150,"Beef chow mein or chop suey, no noodles"
58161470,"Rice, brown, with dark green vegetables, NS as to fat added in cooking"
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk"
75204990,"Beans, string, cooked, NS as to form, NS as to color, fat not added in cooking"
58160410,"Rice, white, with corn, fat not added in cooking"
74202050,"Tomatoes, red, NS as to form, fried"
58164500,"Rice, white, with cheese and/or cream based sauce, NS as to fat added in cooking"
42302060,"Peanut butter and jelly sandwich, with reduced fat peanut butter, regular jelly, on wheat bread"
72125500,Channa Saag
22707020,"Pork, pig's feet, pickled"
56207095,"Cream of wheat, instant, made with milk, fat not added in cooking"
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk"
75208010,"Beets, cooked, NS as to form, fat not added in cooking"
27564010,"Frankfurter or hot dog sandwich, NFS, plain, on white bread"
27420080,Greens with ham or pork
71945020,Yam buns; Puerto Rican style
28340800,"Chicken or turkey soup with vegetables and fruit, Asian Style"
27311635,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
11811000,"Milk, dry, not reconstituted, whole"
27250080,Salmon loaf
56207200,"Whole wheat cereal, cooked, fat not added in cooking"
24162200,"Chicken wing, rotisserie"
24142400,"Chicken drumstick, rotisserie, skin eaten"
58100330,"Burrito with beans, rice, and sour cream, meatless"
27220510,Ham or pork and potatoes with gravy
73102202,"Carrots, cooked, from frozen, NS as to fat added in cooking"
13161600,"Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener"
75231021,"Snowpea, cooked, from fresh, fat added in cooking, NS as to type of fat"
75204964,"Beans, string, cooked, from fresh, NS as to color, made with butter"
26205110,"Octopus, cooked, NS as to cooking method"
72201231,"Broccoli, cooked, from fresh, with cheese sauce"
27564500,"Frankfurter or hot dog sandwich, with meatless chili, on white bun"
33401310,"Egg substitute, omelet, scrambled, or fried, with cheese and meat, fat not added in cooking"
55100035,"Pancakes, whole grain, reduced fat, from frozen"
58146361,"Pasta with tomato-based sauce and seafood, restaurant"
24201370,"Turkey, light or dark meat, fried, coated, skin eaten"
75226101,"Peppers, hot, cooked, from fresh, fat not added in cooking"
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)"
24142500,"Chicken drumstick, grilled without sauce, skin eaten"
75302009,"Beans, string, green, with tomatoes, cooked, NS as to fat added in cooking"
32130660,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added in cooking"
93301215,Vodka and diet cola
58134610,"Tortellini, meat-filled, with tomato sauce"
76605010,"Vegetable and chicken, baby food, strained"
67108010,"Peaches, baby food, strained"
26153120,"Tuna, fresh, baked or broiled, fat added in cooking"
14132000,Queso Chihuahua
58106345,"Pizza with cheese and extra vegetables, thin crust"
58106358,"Pizza, cheese, with fruit, thin crust"
41303011,"Green or yellow split peas, dry, cooked, made with oil"
41311000,"Papad, grilled or broiled"
27143000,Chicken or turkey with cream sauce
91718300,"Ladoo, round ball, Asian-Indian dessert"
92612010,Sugar cane beverage
73111200,"Peas and carrots, cooked, NS as to form, NS as to fat added in cooking"
26105140,"Carp, coated, fried"
27510511,"Hamburger, 1 miniature patty, on miniature bun, from school"
75311024,"Mixed vegetables, cooked, NS as to form, made with oil"
27120160,Pork curry
14640010,"Cheese sandwich, Cheddar cheese, on wheat bread, no spread"
76602000,"Carrots and beef, baby food, strained"
27510465,"Double bacon cheeseburger, 2 medium patties, with condiments, on bun, from fast food / restaurant (Wendy's Baconator)"
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)"
27111440,Chili con carne with beans and cheese
14640006,"Cheese sandwich, American cheese, on whole wheat bread, no spread"
58104340,"Gordita, sope, or chalupa with chicken"
32202035,"Egg, extra cheese, and extra sausage, on bun"
75204010,"Beans, lima, immature, cooked, NS as to form, fat not added in cooking"
24301210,"Duck, coated, fried"
26203110,"Frog legs, NS as to cooking method"
75231010,"Snowpea, cooked, NS as to form, fat not added in cooking"
26109170,"Cod, dried, salted"
58117410,"Codfish fritter, Puerto Rican style"
27510446,"Double bacon cheeseburger, 2 medium patties, plain, on bun, from fast food / restaurant"
14107040,"Cheese, Mozzarella, reduced sodium"
32202045,"Egg, cheese, and steak on bagel"
63141130,"Pineapple, cooked or canned, in heavy syrup"
11810000,"Milk, dry, not reconstituted, NS as to fat content"
58146741,"Pasta, whole grain, with cream sauce and seafood, restaurant"
24142401,"Chicken drumstick, rotisserie, skin not eaten"
27510555,"Hamburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Wendy's Jr. Hamburger)"
27211100,"Beef stew with potatoes, tomato-based sauce"
13121000,"Ice cream sundae, NS as to topping, with whipped cream"
75311029,"Mixed vegetables, cooked, from frozen, made with margarine"
75227100,"Radish, daikon, cooked, fat not added in cooking"
75233000,"Squash, summer, yellow or green, cooked, NS as to form, NS as to fat added in cooking"
51111040,"Bread, cheese, toasted"
56207060,"Cream of wheat, instant, made with water, fat added in cooking"
22411020,"Pork roast, shoulder, cooked, lean only eaten"
22401010,"Pork roast, loin, cooked, lean and fat eaten"
27510643,"Hamburger, 1 medium patty, with condiments, on whole wheat bun"
63107110,"Banana, baked"
53116650,"Cake, Quezadilla, El Salvadorian style"
33001050,"Egg substitute, omelet, scrambled, or fried, made without fat"
24137301,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten"
58160720,"Rice, white, with other vegetables, fat added in cooking"
32130820,"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat added in cooking"
72201228,"Broccoli, cooked, from frozen, made with margarine"
25230550,"Ham, pork, and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced sodium"
58148130,Macaroni or pasta salad with tuna
41302080,"Chickpeas, canned, drained, fat not added in cooking"
27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
58404100,"Rice and potato soup, Puerto Rican style"
75224050,"Peas, green, cooked, from canned, made with butter"
93301181,Whiskey and water
75316000,"Squash, summer, yellow or green, and onions, cooked, fat not added in cooking"
51420000,"Roll, rye"
75512010,"Radishes, pickled, Hawaiian style"
27520155,"Bacon, lettuce, and tomato submarine sandwich, with spread"
53714400,"Cereal or granola bar, with rice cereal"
22201100,"Pork steak or cutlet, broiled or baked, NS as to fat eaten"
32130360,"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray"
31101010,"Egg, whole, raw"
24301020,"Duck, roasted, skin not eaten"
22201020,"Pork steak or cutlet, NS as to cooking method, lean only eaten"
58101540,Taco or tostada with fish
91407120,Sweet potato paste
58127270,Croissant sandwich with sausage and egg
13130630,"Light ice cream, soft serve cone, chocolate"
71901010,"Green plantains, boiled"
24157301,"Chicken thigh, fried, coated, skin / coating not eaten, from raw"
27510475,"Double bacon cheeseburger, 2 large patties, with condiments, on bun, from fast food / restaurant"
58145119,"Macaroni or noodles with cheese, made from reduced fat packaged mix"
24140220,"Chicken drumstick, NS as to cooking method, skin not eaten"
75214001,"Cauliflower, cooked, from fresh, NS as to fat added in cooking"
56203620,"Oatmeal, multigrain, fat added in cooking"
32130450,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat added in cooking"
92308540,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener"
21304210,"Beef, shortribs, barbecued, with sauce, lean and fat eaten"
26319143,"Shrimp, coated, fried, made without fat"
25160110,"Tongue, smoked, cured, or pickled, cooked"
72122211,"Mustard greens, cooked, from fresh, fat not added in cooking"
72119200,"Kale, cooked, NS as to form, NS as to fat added in cooking"
76407020,"Mixed vegetables, garden vegetables, baby food, junior"
57331000,Cereal (Post Raisin Bran)
32131000,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added in cooking"
75216227,"Corn, white, cooked, from fresh, made with oil"
58100360,"Chilaquiles, tortilla casserole with salsa, cheese, and egg"
41104010,"Pinto, calico, or red Mexican beans, dry, cooked, fat added in cooking, NS as to type of fat"
67106010,"Bananas with apples and pears, baby food, strained"
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine"
41310150,"Stewed chickpeas, Puerto Rican style"
63101330,"Apple, baked, with sugar"
41103100,"Pink beans, canned, drained, fat not added in cooking"
28110330,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal"
55100030,"Pancakes, whole grain, from frozen"
75215510,"Christophine, cooked, fat not added in cooking"
75200110,"Vegetables, NS as to type, cooked, fat not added in cooking"
92162000,"Coffee, Cappuccino, decaffeinated"
27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
51184250,"Breadsticks, soft, topped with melted cheese"
53430100,"Crepe, chocolate filled"
92130030,"Coffee, pre-sweetened with low calorie sweetener"
58151420,"Sushi, topped with salmon"
75513010,"Seaweed, pickled"
71201060,"Potato chips, fat free"
